@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'I hope you\'re having a GREAT Weekend! ----- ----- Yes, I finally posted my latest blog entry! I had so many requests to put it up but many things have happened recently. I\'m not sure if you were one of the ones who messaged me about it, I mean I had hundreds and that\'s a lot to remember...lol ----- ----- - MC ----- ----- P.S. - If you haven\'t subscribed yet, Subscribe now, and you\'ll be notified when it\'s updated!',3,1,positive
'I LOVE YOU AND MISS YOU CANT WAIT TILL YOU COME HOME TODAY!!!WOOO PARTAY TIME!!',4,1,positive
'Hey Baby! There you are. See you tonight.',2,1,positive
'WUT^ IM JUS PASSIN BY TO SHOW U AND UR PAGE SUM LUV SO WHEN YOU GET THIS I HOPE YOU RETURN THIS AS SOON AS POSSIBLE BE SAFE 1',2,1,positive
'Your page gives me a headache.... lol',2,2,mixed
'na na na na....na na na na....HEY HEY HEY...GOODBYE ATL!!!!............na na na na....na na na na....HERE WE COME...HTOWN!!!!!!!!!!!',3,1,positive
'Thanks you rock! HA thats my first message. Later',2,1,positive
'hey bud!! whats up? i see you have um changed your page a little haha!',2,1,positive
'I miss and love you!',3,1,positive
'lol i still love u no matter what',3,1,positive
'OMG!!!...that is a great picture',3,1,positive
'wuts up mayne? ----- just stoppin through and gracin your page. ----- make sure you return the favor ya digg?',2,1,positive
'Hey<3 ----- I\'m Steven ----- How are you?',2,1,positive
'Yep! We actually have 10 that we know of! Six black ones and four brown ones!',2,1,positive
'hey girl thanks for the add looking good',2,1,positive
'What\'s up dude, what are you doing tonight any plans? I might hit the bar up later but not sure yet. Call me if you are going out...',2,1,positive
'wat up asshole dis Dough holla at me',1,3,negative
'Hey baby....I\'m the first one to comment on your myspace...............I LOVE YOU!!!!!!! <3',4,1,positive
'hey boy what u been up 2?',1,1,neutral
'Senor Gorgo, How nice of you:-) ----- Good luck with everything! ----- Kizzy',3,1,positive
'wow.i haven\'t been gone from the house yet for too long, and now you are adding me on myspace!! hahaha you must miss me a lot. hahahahahah ----- ----- x',3,2,positive
'you found me you little jackal! haha, ----- I love you lots, bro!',3,1,positive
'Hey im glad i am the first one to comment on your page, fix it up, make it look nice, and they WILL come...',2,1,positive
'U are such an old soul...lovin the fro!! Get @ me Hun...I never see ya anymore. :)',3,2,positive
'funn!! (minus the back and forth stuff) did u start school...in august??',2,1,positive
'yeh defo we can meet up wen were back off hols an do summit guna be a bit busy until then. tell me if u hear from summer school cos i still havent got nething yet, cheers bigears!',3,1,positive
'so im listenin to ratm ----- and i thought of you <3 ----- haha word ----- but speaking of burned victims ----- we needa hang out again ----- lol',2,1,positive
whaddup?,1,1,neutral
'ur an animal',1,3,negative
'who recruited you? cuz if i am right there were two sgts there msgt rosario, and tech sgt. green. msgt rosario got me in',1,1,neutral
'CHEERS , NEYE.... I AM HUMBLED. ----- DID I MAKE SENSE? HA HA HA.... ----- ----- BEST WISHES FROM KUALA LUMPUR.',2,1,positive
'thanks bro!',2,1,positive
'HAHAHAHAHAHAHAH UR PIC IS FUNNY......... ----- -CJ aka LiL\'J.C. ----- comment back',3,1,positive
'You didn\'t let brother Kevin have a guest appearance solo on the new album???',1,1,neutral
'hi aunt donna,love you hopefully i will be able to see you guys soon.tell Gab and Josh i said hello.',3,1,positive
'whats up. ----- ask fes to add u to his friends list.',1,1,neutral
'How ya feelin Bob! Hope your not too hung over this morning.',2,1,positive
'you are welcome Renji ^_^',2,1,positive
'how goes it lady!!!!',2,1,positive
'at college lol how bout you?',2,1,positive
'whats up girrrllllllllll',2,1,positive
'Me and my dude smoke fat rocks all day if you got something to say about it ill shove a can of beans down your throat',1,4,negative
'hey cuttiiee',2,1,positive
'whats up kenny?!?!? just saying hey!!',2,1,positive
'Getting rid of the kid this weekend I hear....you two behave yourselves! No crazy games of butt darts allowed.',2,2,mixed
'Not the mama! ----- not the mama!',1,2,negative
'hey how are you doing ...thanks for the add',2,1,positive
'hmmmmm what did you end up doing this weekend',1,1,neutral
'Wassup, lil bit. Stoppin by to show some love!',2,1,positive
'----- Pimp Your Profile! -----',1,1,neutral
'Now look whos trying to get into a frat. Its kind of weird, I mean just because some of us are in alpha beta twat doesn\'t mean that just anyone can get in...Maybe i\'ll put in a good word',2,3,negative
'i miss you!',3,2,positive
'Hey girl!!! Thank you so much for the comment on my blog I posted. You need to join us for one of our girl nights at my house....we have lots of fun. Talk to ya soon.',3,1,positive
'hey girl im good been busy hope everyone is doing good',2,1,positive
'Hey chica! Whats been up with u! Get ready for camp on Monday!',2,1,positive
'WHAT A GOOBER',1,3,negative
'Hey. How have u been? I have not talk to u in sooo long. Call me some time.',2,1,positive
'hey you love the new pics how was Ibiza?',2,1,positive
'did derek buy that 4 wheeler yall went to go look at',1,1,neutral
'Hey, old roomie. ----- ----- How are you?! :) Do you still go to LA Fitness? I got hooked on the cycling class, but I go at 6:45 p.m. Tues/Thurs instead of at noon now.',2,1,positive
'k so i tried to put the pic of the cartoon saying il just pretend to hug you until you get here as a comment but you know im special and for some reason i couldnt get it to work. sorry but it was the thought that counts right? haha be good dont have too much cyber sex!',3,2,positive
'sure that would be nice ok what will we call it???respond plzz ok ttfn',2,1,positive
'happy new year',2,1,positive
'i miss you too!! merry late x-mas! we deffinatley hafta hangout, i didnt know you were back in the area. call me or send me a message or sumthin.',3,2,positive
'I got peas on my head but don\'t call me peahead!',1,2,negative
'hey where i\'m i at on this myspace',1,1,neutral
'happy birthday tomorrow!!!!!! when i see u at work i\'ll tell u happy birthday again ok! lol ----- ----- ----- ? nell',3,1,positive
'i am refusing 2 talk 2 you until you post some pix, mr. triathlon!! (JK...... congrats on the baby on the way!!!)',3,3,mixed
'Tell Aiden that great Aunt Jen says I understood everything he said and I agree ;-)',3,1,positive
'sup cuz! nah not on this, all about facebook these days! ----- My mum being a Biiiiaaatch! thats why bullied.but goin uni soon, so not even bothered any more! Tell me whats happening in ur life then?x',2,4,negative
'dam j thats a bad ass backround',2,1,positive
'I want to put a vote down for ----- X Factor 1',1,1,neutral
'I miss you, fix it.',2,2,mixed
'your crazy booooomer you didnt read its ( JESSICA MYSPACE) not mike. Mikey he got his own \"MYSPACE\" damn you left me two commetns and not one said jessica you crazy but ill forgive your crazy ass! So what have you been up too i see im in your top 12 but that might be becuz of MIKEY!!!! lmao j/k so hit me up \"JESSICA\" ok !',2,3,negative
'your neva on msn you dorkazoid. *smiles*',2,3,negative
'Brandon! U never told me wat santa got u! Lol',2,1,positive
'hi loser jus adding more kommments ----- kk....ily :]',2,2,mixed
'hi cousin how r u? did u still remember me? we stay in yur hauz before me and my brother and sister leah in clark air base remember.god bless u!!!!',3,1,positive
'Thank you. Yeah it is crazy! You prob dont know this, but Zack and me have been very close the last 5 years. He came to visit me and asked me to marry him. So I said yes. He is my very best friend. We have been through it ALL! We are having a small ceremony here in Nashville during the Holidays, but we are going to have a wedding up north when he gets out of the Army. You gotta come! Dont quite have a date, but I will let you know. So What have YOU been up to love? Tell me about your life now...',4,1,positive
'The monster is excellent :) He was late too and was supposed to be induced, but we kind of helped him along. You know, the way you got him there is also a way to help him along, get it? That, and take some long walks. Like 2-3 miles at a time. But bring a cell phone! BTW, child birth, so not bad, just get the epidural :)',3,1,positive
'Hello ----- Just wanted to let you know that we are having a get together on Saturday. We plan on cooking out, It is bring your own food and drinks and then later on in the evening we are having a fire. Let us know if you can make it.',2,1,positive
'hello mate, thing are good thanks, good to see your still on the drums, and doing well I checked out your band they look good i\'ll have to check you out when your playing over this way, ----- been speaking to a few school mates on here should get some sort of reunion together.',2,1,positive
'Hey girlie Wats^ havent talked to you in forever--how r u and Brent and Owen doing? ttyl love ya tons',3,1,positive
'yo, village! gotta git me some village!',1,1,neutral
'hey sexy bum!! love u!!',3,1,positive
'you definitly have a good chance, last i heard not a whole lot of people are even coming back next year.. youd be a good staff member too',3,1,positive
'Happy Birthday Mike. Don\'t forget to drink a beer for me.',2,1,positive
'I LIKE YOU AND YOUR SON',3,1,positive
'Glad to hear that all is going well. The cutie, Logan, is my cousin Becky (Klinkenberg, Melissa\'s sister) that is her little boy. The pic is older...he is 3 now. You should be biased that your kids are beautiful....but coming from me, I much agree with you...they are beautiful. You are very fortunate to have such a great family.',3,1,positive
'not really, i think a bit of socialising is in order so goin out tonight is defo on the cards! ----- still gonna have a quiet one? xx',2,1,positive
'hiya what\'s up? i dont know if you remember me but im your cousin samantha bestfriend. well anyway, i love your page and the music is hot. ----- ----- $ladyrose$',2,1,positive
'Hey hunny! Havent seen you in a long time! Im having a jewelry party what is your address?',2,1,positive
'Hey man how you doin? its been a long time. well I am living in Brussels Belgium now I will be here three years and then I will be done with College. Took me long enough! ha ha well let me know how your doing and how your family is. later',2,2,mixed
'Hey Buddy!!! We miss you, hope you come home soon...',2,1,positive
'Its what Jamie and John Collins named me. I have no idea why.',1,1,neutral
hey!,2,1,positive
'God, are you alive.',1,1,neutral
'Hey CUZ!! Just dropping by to say,\"HI\"\" Peace',2,1,positive
'Ah thanks! ----- I look ok. Another 46 to go. Down 70 so far. ----- Happy Birthday, btw!',2,1,positive
'texas totally kicks ass ----- ha ----- its pretty fun i guess ----- love uuu',3,1,positive
'haha hi daniel',2,1,positive
'hey whats good thought id come by and show you some love. so you better return the favor. It should be nice to have me the infamous AYE bless ya page!!!!!!!!!!!!!',3,1,positive
'Carl, we are just lame. It\'s always mainly because I don\'t have credit, plus I\'m lazy and work takes ALL my time away! It\'s an arse. ----- ----- Ah, you don\'t need uni, it\'s for losers ;o) Are you gonna go next year? My job is okay, just a tad boring and I hate working every day! ----- Nick was telling me that the new garden centre get ??7 an hour on a Sunday, SEVEN POUNDS. I was nearly sick in my mouth! I miss it too, especially as Sndays would have made us rich. Does anyone we knew still work there? ----- ----- I do often think about Maureen, I hope she is well. And I hope you are well my friend! Do you still go out in Farnham and stuff? ----- ----- LOVES xxxoxoxo',3,4,negative
'OMG your birthday is comng up! What\'re you guys gonna do to celebrate?',2,1,positive
'Yea the wedding and everything went really great. I hope the best for you three. I cant wait for my new life to start even tho it has already. lol I hope alleria is doin ok. I know i spelled her name wrong you will just have to tell me how to. Ttyl',3,1,positive
'haha yeah i cut 6 inches off... it feels SO much better though! hows everything going?xoxox',3,1,positive
'have a listen to my new profile song, fan bloody tastic!!',2,1,positive
'what\'s up hammond? how\'s life treating you brother?',2,1,positive
'HEY MA SEXY BABY CAKES...LOL...IM PLAYIN BUT ANYWASY IM JUSS SHOWIN YA PAGE SOME LOVE AND I JUST POPED YA MYSPACE.CHERRY....LOL...WELL IM FINNA CALL YEW IN A MIN..SO I CAN TALK TO YEW BOUT WAT I SUPPOSAH YESTERDAY.. :).. ----- ----- LOVESZ YA, ----- ATAVIA',4,1,positive
'hey, I think I just saw you...weird... ----- umm..I like your background! who ever helped you with your page is pretty cool. ----- :)',3,1,positive
'4 real though, we haven\'t talked in a long time!',1,2,negative
'its come natural. no trying involved! ----- lol',2,1,positive
'Whhey Up Gawgus!!!! ----- ----- Must Meet up Soon! ----- ----- Hows You? ----- ----- Wubu2?? ----- ----- Love You Loads! xxxxxxxxxxx',3,1,positive
'Happy early birthday! Love your bargain alerts!',2,1,positive
'That sounds Perve-like...',1,2,negative
'CONGRATS!!!! I\'M SO HAPPY FOR YOU GUYS, BUT NOW YOU CAN\'T RIDE THE BULL!!!',4,2,positive
'i like ur page,u movin up in myspace ----- ----- <-JUICE->',2,1,positive
'thank you aaron! and i did have a good time. oh and u already know what i want...didnt we talk about this before ;)',3,1,positive
'Anna, you need a computer woman!!! Go hit up rent a center or something :)',2,2,mixed
'darlin\', i\'m gonna buttah yo bread.',3,1,positive
'That was super sweet!',3,1,positive
'Hey!!! Happy Birthday!!!!!!! hope you have a great day!',3,1,positive
'hey luke how u been???...i like ur headline...lol...thats real',2,1,positive
'Hey where do I kno u 4rm?',1,1,neutral
'hey girl how have u been,i miss ya happy birthday!!!!!!!!!!!!!!',3,1,positive
'Hey Josh! I sure hope you are doing well up there in Jacksonville. Don\'t be a stranger, alright?',2,1,positive
'cherrybomb was asking if she could come visit you, she was out this weekend and wanted to stop by to say hey. i told her we\'ll have to give you a call next time she\'s out here so we\'re not invading!',2,1,positive
'HEY girl, how have you been? Are you still getting married? When? Sorry I\'m hardley ever on here my computer is too slow,I hope everything is good for you! Where are you working now?',2,2,mixed
'like hows it going what new',1,1,neutral
'hey chris. whats been going on. no alot on my end. just tryin to take things one day at a time. well get up with me sometime.',1,2,negative
'Hey whats up? How is everything up your way?',2,1,positive
'hey chick whts good? yeaaa tht movie was brokke and when i came to findlay i really didn\'t except to check ma myspace lol so i didn\'t kno bout the football game or ne thing til i got home well yea i dunno when ill b up again so yea hit me back im out ~1~katie aka real',2,2,mixed
'I know we do not really know each other that well, and I really shouldn\'t be asking you this, I feel shy, but I want it so bad, don\'t get me wrong it\'s just that I haven\'t had it for a long time. I could already feel it going in so hard and coming out so soft and wet. No one has to know about this. I need it. I\'m desperate, but your help can be very grateful you must think I have a lot of nerve asking you for this, but I can feel my tongue around it sucking all the juice out until there\'s no more left, this has been on my mind all day long and I hope I\'m not being forward, I\'m usually not like this, but .......can I have a piece of gum???LoL',2,1,positive
'YO WUT UP JUST RETURNIN THE LOVE LATER! ----- ----- -MR. LAZY-',2,1,positive
'JOHN BABY;; I LOVE YOU =D ----- ----- i deff. can not wait till ----- ----- we get to hang out again ----- ----- like old times =]] ----- ----- remember that ill always ----- ----- be here for you no matter what ----- ----- cause you mean the world to me ----- ----- ----- ----- ? ----- ----- Sammy -----',3,1,positive
'yo whats up man i aint at work i have been chillin at the crib all day i got that big check you know what that means its time to get fucked up later D-Mo',2,1,positive
'MY COUGARS ARENT AFRAID OF ANYTHING THEY WILL PUT YOUR TIGERS TO SHAME ANYTIME! LOL',2,2,mixed
'I been doing great...',2,1,positive
'Everybodys good! How about you guys? I tried to make it down a few weeks ago but got a little busy due to the Ole Miss games. TTYL! ----- ----- P.S.Happy Birthday',2,1,positive
'u finnally added me from the past minn lol',2,1,positive
'how u doin.thanks for the add',2,1,positive
'hey cutieface... ----- ----- you defult pic makes me wanna dance and smile and giggle and DANCE somemore ----- ----- but yeah ----- ----- hehehe ----- ----- <33 Anna',3,1,positive
'Are we still on for Burning Man this year? I\'ve got a great unicorn costume. You should be a satyr again.',2,1,positive
'I LOVE U SO MUCH BOO',4,1,positive
'hey jake what\'s up playa? how\'s school goin?',2,1,positive
'AWW WUS UP BLUD I CNT BELIEV I AINT BEEN TA DA PAGE YET TA SHOW SUM LOVE BUT YEA IM DOEN SO NOW!! SO GET BK AT ME!! LOVE ALWAYS! ----- ----- ----- *NIE*',3,1,positive
'HEAVy SLiDdN!',1,1,neutral
'This is a little message for NASTY, are we going to fight on Kellen\'s profile (that he never checks) or are you going to be a man and fight with me on my profile?!?!? just kidding, bitch! get rid of Tom!',2,3,negative
'i aint forgot about my niggy. whhat it is kid? ----- get at me fammo im in nap town now cha lee. ----- ----- ----- ----- 2 fingas to the left kid ----- C Bake',1,2,negative
'nuffffink:D jus urself:):) lol.xx',2,1,positive
'Wow, nice layout! Looks awesome ... oh, and I promise I won\'t tell mom what song you posted ... (^=',3,1,positive
'yo beatch!i forgot u actually sent me a message on this, it was aaaages ago, but i am mentally retarded and did mean to send one back but never did!wot u been up2 lately??parpxxx',2,3,negative
'hey bobby! ----- sounds so weird after all the different names ive made up for ya anyhow cheer up sis will b home soon and i hate down ppl hurts the wittyness that i hav as u call it ----- cheer up plz-ill buy u sum chocolate byexxx',3,2,positive
'Be safe today! Hope you guys have a great 4th of July! Much love to you my brother! Miss you man.',3,1,positive
'HAPPY THANKSGIVING!! I HOPE U HAD A BLESSED DAY...HAVEN\'T HEARD FROM U IN AWHILE---HOPE ALL IS WELL.',3,1,positive
'B**** I dont have a scaner to put my baby\'s pic.',1,3,negative
'call a nigga son',1,3,negative
'Just went to Kokua Festival. It reminded me of that time we went and saw Jimmy Buffet. I think we were drunk that day. I don\'t know I was too drunk to remember.',2,1,positive
'hey whats up i just wanted to write and say thanx for the add but anywho write me back and i guess ill talk to you laters',2,1,positive
'Hinkle!! what is this craziness of you not coming back? im graduatin baby and comin back for business, you cant miss that!',2,2,mixed
'----- This will add some spice to your page but will probably get annoying quite quickly as well. ----- ENJOY',2,2,mixed
'Finally!!! And where the heck is Georgia!? LOL ----- Can\'t wait to catch up with you guys!',3,1,positive
'wut up',1,1,neutral
'HEY B.READY ... YOUR PROFILR IS SO NICE !!! I LOVE IT !!! WELL GOD BLESS..SEE YA AT THE BANQUET TABLE !!!',3,1,positive
'Hey Tay!!! I love u soooooooooooo much!!! You are sooooooooooooo beautiful :)',5,1,positive
'Happy Birthday!! I love you...I need your cell # ----- Hope you\'re feeling better!!',3,1,positive
'Hey there you sexy beast!! So I haven\'t talked to you in like forever... you should come out to starved rock tomorrow night and root me on in the competition. Take care buddy!',3,1,positive
'kk just tell me when the try out rkk',1,1,neutral
'your a homo lol jp but wut u doing damn ur still asleep i bet',2,3,negative
'hi bosley',1,1,neutral
'What they do? I was just stoping by your page. MUCH LOVE. MS. FELISHA',3,1,positive
'HEY, I THOUGHT I MIGHT NEED TO SHOW MY FACE JUST THAT I WOULD SHOW YOU SOME LOVE!!!!!!!!!!! ----- LOVE YOU BOO!!!! ----- \"MRS, U ALREADY KNOW\"',4,1,positive
'Hey Hom[eee]...lol! Whats up? You needs to come with me and AAron to the mall whenever we go...otay! U gotsta come over sometime....k? adios...hasta la BYEBYE! [nia]',3,1,positive
'stop being a pussy your whole life and find a way to get to jersy!',1,4,negative
'woohoo! #1! why am i #1? ----- ~julie',3,1,positive
'hey i was just stopping by and you don\'t have nobody that gave you a coment so iwas just stoping by to give you some love',2,1,positive
'hey you wats up?? long time no talk!! how have you been??',2,1,positive
sure,1,1,neutral
'HAPPY 18TH BIRTHDAY VICKY I HOPE U HAVE A GOOD DAY DARLING SEE U SOON LOVE YA AS A MATE LOVCE SAM',3,1,positive
'Have a Great Birthday!',2,1,positive
'CHEK OUT OUR NEW VIDEOS ----- D LOS POLVILLEROS IN MY PAGE ----- MY DAD STARS DANCING',1,1,neutral
'Hello Leeroy, how are you? Was so battered the other night! Did you find Paul?',2,2,mixed
'ohh well arent we just an over achiever..heheh just jokin thats a good thing... andddd i am about to go but i will call you when im done cleanin...i gotta clean the kitchen and dinnein room and living room....so i gots alot to clean for only 20 freakin dollarsss!! but ill call you babe.',2,3,negative
'Hey hunny, just wanted to say hi & see how you\'ve been. Hope all is well ttul xo',2,1,positive
'okay you need to pimp your page girl',1,2,negative
'i think im going to keep dispatch to myself, you can have my kids in 20 years i dont car ill probable be sick of them by then anyways...wait what was i going to say o yea your an asshole',1,4,negative
'im not gunna put u in my top because u dont have me on ur top',1,2,negative
'Hi Rachel, How RU? Hope you are doing good!! Talk to you later! :)',2,1,positive
'i love you uncle donnie',3,1,positive
'Hey up Neil! ----- You had a good weekend? Im still recovering. Went in Crown last night for a couple of drinks. Two bottles of wine later.... Ended up in V bar I was a wee bit drunk. All good fun :-)',2,2,mixed
'que laa?!?!? hey babe...look i finally put up a new pik of me. lol. yay 4 me. anyways jus wanted 2 stop by n sho ur page sum luv. so yuh. im out. dale. i luv u. mwahz',3,1,positive
'thanks i\'m glad to have you too as a friend.love melanie',3,1,positive
'Hey you fucker! I\'ll see you friday! Me and Mel are comin out! If that\'s ok. Seth said we could come so we are whether you like it or not bitch! LOL! LOve Ya Quickie!',3,4,negative
'heeey, ----- thanx 4 acceptin the add, ----- did u have a good weekend? ----- x x',3,1,positive
'hey hows it going? thanks for the add',2,1,positive
'IM REALLY MISSING YOU GUYS!!!!! HOW ARE YOU DOING??',2,2,mixed
'Just was stopping in to say hi. Hope all is well, love and miss you!!! ~kisses~',3,1,positive
'Great seeing you this week Devin. Hope all is going well.',2,1,positive
'heyy alex how are u doin u knw who this is shaquanna',2,1,positive
'HAPPY bIRTHDAY! dude!!!',3,1,positive
'Hey Papa, ----- ----- I love your layout! It is auesome!! ----- I am so glad you have a my space now! ----- Its it fun!',4,1,positive
'who the fuck are you!!!!!',1,4,negative
'Happy Thanksgiving!',2,1,positive
'AnthOnY! ----- Oh No i DonT knOw whAt iS on Mr.TecHz FinaL!!',1,2,negative
..,1,1,neutral
'Fuck You',1,5,negative
'And the story behind the (really very hot) carhart\'s is..........?',1,1,neutral
'Yay! ^_^ It\'s gonna be so rad. Ha ha. What color are you going to do?',3,1,positive
'im in love with andrew bird and beirut too :]',3,1,positive
'so...how the heck are you?',2,1,positive
'Hey... whats up? you know what fuckin sucks? i won\'t have any money for the app. and shit for the apt. for 2 weeks, it\'s pissing me, off, and i\'m gonna try to get it soon... i\'m so pissed, my check was only $100, but, don\'t worry, my next 1 will be about$350. so it\'s all cool. well, later.',1,4,negative
'Thanks for commenting my page. Your a cutie as well.',2,1,positive
'Dewd. People are going to think you are a total bitch automaticly with that blurb! You should let them come to that conclusion naturally....lol. \"psych!\" Anyway, so glad you are back, love working with you...love kickin it! This weekend...on like kong...literally.',3,2,positive
'hey is this kacy???',1,1,neutral
'I love you too!!!! Glad to see you \"friend\" is no long your friend lol',3,1,positive
'lol hmm lets see, probably about mid way through the summmerr haha',2,1,positive
'FIRST COMMENT!! Heheh I win. Do I know you?',2,1,positive
'Hey do we need to go toward knowxville to get home. or how bout through hot springs',1,1,neutral
'HELL YA. WELL GOOD LUCK ON THAT.',2,1,positive
'yea i would have crushed that mutha fucka\'s skull in...i cant believe that shit...i would have killed him',1,5,negative
:o),2,1,positive
'thanks calvin love you sexxxxy ----- ----- mwahhhh<33',3,1,positive
'Aye What Up Boi...Holla',2,1,positive
'wow i love ur songs but u have to go here mine it is so kool....lol',3,1,positive
'MISS YOU! We want to know when you are coming back to chat???? Hope you are having a great time! ----- Love ya ----- Aim and Ali -----',3,2,positive
'my parents want me to go to concord carlsile.. they heard good stuff about it, so i\'ll just be driving there.. no biggie.. oh, are u on varsity football?',2,1,positive
'yea. some time i would like to play volleyball with you guys.',2,1,positive
'thanks for the add',2,1,positive
'I\'m in love with a Shin. Don\'t tell! ----- xoxo, ----- ----- kwm',3,1,positive
'WOW!! I guess I am sooo cool! Thanks! Don\'t forget Micro this Sat. Wear white!',3,1,positive
'i want to watch video.what is malt?',2,1,positive
hi,1,1,neutral
'so how was Kings Island and yo when do u work?',1,1,neutral
'heyy eddie...was up long time no see! ----- ----- hows your summer going?? ----- ----- catch ya later buddy ----- ----- ----- ?anna',2,1,positive
'thanks for the add mate',2,1,positive
'Just came by to say HI!',2,1,positive
'sorry you gettin all you in your grill nikkie peace out',2,2,mixed
'check out my myspace somebody did something to it sould i leave it like that with all the music vidoes',1,1,neutral
'Kisses come see us at the mall...',3,1,positive
'How about i leave a msg for ya ----- COME TO MILLERSBURG NOW... MILLERSBURG...MILLERS...BURG UMMMMM YUMMY MILLERSBURGER MILERSBURG RIGHT NOW MILLERSBURG I KNOW YOUR FAT AND WANT some millersBURGERS',2,2,mixed
'You suck at the internet. Just a friendly FYI.',1,3,negative
'hello how are you?',2,1,positive
'hey dork brain!!!! wow was a lil surprsisin seein u on my thingy long time no talk!!!!! i heard ur datin danielle which is awesome!!!! hopefully ur good to her as well is her to u!!!! well hope all is well and ur life is good!!! where u livin now???? n e ways hit me back when u get this k!?!?!?! i since u got a girlfriend now that means well prolly see eachother at joce\'s party tomorrow night so no hard feelins!!! i wish the best for u guys!!!! ----- xoxoxTara',3,3,mixed
'Hey, how are ya?',2,1,positive
'Hey Kat what you been up too?',1,1,neutral
'Hey, Crystal! ----- I hope you had a wonderful Christmas and that your 2007 is your best year ever!!!! Miss you lots!',3,2,positive
'when did i ever tell her that, i honestly do not recall.',1,2,negative
'yea we can',2,1,positive
'chillin chillin u no tryna keep up on da finals man even though im bout to die!!!!!!!!',2,3,negative
'Awww you had the baby??? I bet she is just beautiful!!! Big hugs for you and the baby!!! Can\'t wait to see pictures! Love ya!!!!',4,1,positive
'lol yeah true. im not looking forward to the shoping or the actual pictures at all',2,3,negative
'Hi Conner Reede Grandpa loves u',3,1,positive
'hey wats up dude we miss u sosososososososososososososossosososossososososososososososooooooooooooooooooooooooooooooooo much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! luv ya man peace nigga',4,2,positive
'cry me a river...I need more rain around here...j/k. There I added your pics...happy now??? luv ya',2,2,mixed
'thank you my good friend',2,1,positive
'Hey Man ----- You Marching at SC? ----- I didnt see you after the game!',1,1,neutral
'Thank you very much. I miss you too. You know, this Thanksgiving and Christmas is going to be very hard for me. Miss you...',3,3,mixed
'Dude we won a game. ----- We beat Hudson by 11 points haha ----- so now we have an impressive record of 1-6 haha',3,1,positive
'Hey, I wuv oou 2, Miss you lots, see ya soon. Awesome pic. Haven\'t heard the tune yet don\'t know what happened will try to fix speaker.',3,2,positive
'Hey girl!! You know that I will always be here for you and those three beautiful boys!! Let me know anytime I can help. I will be there in a flash!! Be strong and know that you have people that care and that are praying for ya!! Love Ya Girl!! See ya soon!',5,1,positive
'ROW ROW ROW MY BLUNT ----- TWIST IT @ THE END. ----- LIGHT IT UP AND TAKE ----- A PUFF,AND PASS IT ----- 2 A FRIEND!!! ----- KEEP MY BLUNT GOIN... ----- DONT SKIP ANY HOMIES!!!',2,1,positive
'yay!!!!!!!!!! im elissas first comment!!!!!!!!!!! hmm i still think you should of gone with allisoncurboismyidol but whatever dude!!!!',3,2,positive
'cool and worrd u right u r da only 1 lol ----- will joe start in football lol da coaches said dat about u',2,1,positive
'i had a great day thanks. been working all day today nd ive just come on here for a few mins b4 i go back 2 work, how about u wubu2? x',2,1,positive
'Whatup Hobag? Awesome time this weekend! Come to LA',3,2,positive
'happy hump day. I luv u!!!!!!',3,1,positive
'HHHEEEELLLLLLOOOOOOOOO.....AAWWWWW BABY\'S GETTIN SO BIG!!!! DAMN WE GOT ALOT OF CATCHIN UP TO DO....',3,1,positive
'if it doent get called off',1,2,negative
'URBAN PARADISE!!! ALL YOU BETTER COME! HAHAH INFO ON MY DEFAULT =)',2,1,positive
'hey noodle brain!',1,2,negative
'Thanks! I\'m doing ok.Really anxious for ya\'ll to get back! I miss Rob!! How are you doing?',2,3,negative
'watz gud? c/b',1,1,neutral
'Hey kids whats up i will be your mother if you dont have 1',2,2,mixed
'that is my 17 year old brother n law',1,1,neutral
'hey u congrat hey but i am glad u had it ok well tell ur mom hi and britt and u dad and mike love u lots later ----- ----- heres my number so u can call me 719 474 9862',3,1,positive
'hey I\'d pay Huey, Dewey and Jigbooey , to shank u but, your safe in your little fag ward, so let mother nature take her course.',1,3,negative
'That is funny that you should leave that comment, because I just left one to my roommate making fun of the Giants (her team)! That was a pretty sweet score and I wish they could do that all of the time.... that would be amazing!!!!! Oh and when hell freezes over I will root for the yankees... so fat chance... I will be rooting for the Mets!!!!!!!!!!',3,2,positive
'I could totally go for some deep fried ravioli or a 5lb bad of fries!!! Oh and don\'t forget the cause of those wonderful meals....could go for some of that too...Good times',3,1,positive
'whats up dogg!!',1,2,negative
'YOUR SO CONFIEDENT! ----- and i mean your funny ----- and you care about people feelings ----- gaw this is makeing me like you even more!',3,1,positive
'just droping by to see how you all are and say hello. Take care',2,1,positive
'sweet thatd be awesome',3,1,positive
'hey man ill see you tomarow',2,1,positive
'Keepin it real.',2,1,positive
'Only 5 friends? ----- This is an outrage!',1,3,negative
'Give me a call',1,1,neutral
'hey there hows it goin? I havent seen you in forever, and when did you have a baby?',2,1,positive
'Hello my dear!!! Sam has luckily got his hands on a room in the Bedford Park pub in Streatham, which is now owned by the owner of the Windmill in Brixton. Sam is gonna start doing gig nights there for all types of bands, and some club/party nights maybe too!!! All very exciting! Well anyways the 1st night is gonna be Sat 30th, so y\'all gotta come down!! Luv Gem xxx',3,1,positive
