@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'cool. first to comment? Rowan Atkinson kicks all ass! legend!',4,1,positive
'Very good cover version and your lookin fit in your video.',4,1,positive
'Bruce Lee was the classic and still the best! RIP the Maker of Jeet Kune Do, and Karate master',3,2,positive
'Its sad how i know the biscuit geico commercial by heart.',2,2,mixed
'ola liana',2,1,positive
'she is coming to America???YAY! X)',4,1,positive
'they should have a ust contest on cape cod !!!!!!!',3,1,positive
'Man, I looooooooved this show when I was a kid. So awesome.',5,1,positive
'It was done at the Ponca City, OK store.',2,1,positive
'amazingness lol',4,1,positive
'sounds like a cummins jesus',2,1,positive
'I was asked to sing this at a funeral on Saturday. Thank you for giving me a beautiful example. Soli Deo Gloria.',2,2,mixed
'LOL at May\'s and Clarksons\'s \"Rozzers\" and \"In Jail No-one Can Here You Scream\"',2,2,mixed
'Thanks for watching!',3,1,positive
'help stop your son or husban and smoke lol jk',2,2,mixed
'@gurglepuck111 why do you despise them??',1,2,negative
'this is my favorite game, i cant think of anything better.....to me this is better than any of the new games...cant wait till the second one',4,2,positive
'british marines: awesome',4,1,positive
'@niTeDFS Well, as far as I know, he generally is. In fact since he made the prediction that gold would never slip past 1000 again, he\'s been right on that. I\'m just curious why he\'s including 950 as a possible price scenario. I\'ve heard that 1045 is a har',2,2,mixed
'SO pretty.',3,2,positive
'1986 has never looked so young to me lol',2,2,mixed
'@5deadspace Update your graphics card\'s driver software. Worked for me.',2,1,positive
'How about calling it LISN (List/Id Separation Networking) Come on Cisco, you knew Apple would make an \"iPhone\", it\'s time to give up on \"LISP\" now too.',2,2,mixed
'Another good one LORC, its funny - people also seem to turn red when I\'m around them as well! ',2,1,positive
'lol haha my cuz is scared of these shows',2,2,mixed
'shit were screwed they have choirs now :O',2,2,mixed
'hey I like this song because god has really favored me',2,1,positive
'i love dis song!',4,1,positive
'Thanks :D',4,1,positive
'r.i.p Mark Foo',2,2,mixed
'@1blackone I\'m 6\' 1\" I just bought one, love it, get one quick, their goin fast',3,1,positive
'LOL!! Excellent!',5,1,positive
'@HatsuneMikuVocaloid2 ',2,2,mixed
'I must admitt.. This is definitely the best Kobe vid I\'ve seen on youtube so far. 5 stars.',4,1,positive
'Actually its not much if you just want to take his class at Wand Fight Team in vegas.. Hes in there every day and participates all the time.',2,2,mixed
'They want us to afford them the protection of our laws but at the same time, they will deny you even the basic right to free speech. Don\'t be fooled. Islam is here to become dominant.',1,4,negative
'@gargoyle2bad4u thats tremendous news. Where did you get this piece of info, I would love to read about it.',3,2,positive
'I guess I just suck. - lmfao.',2,2,mixed
'Please view my new Tree of Life video. Thank you.',2,1,positive
'Fantastic <3',4,1,positive
'what IS the wake up light? something in each home?',2,2,mixed
'Thank you for the excellent presentation, Warren. My father and I were discussing our country\'s poor leadership last night. Self-centered elitists have taken control of govt.. As you say, people who think of themselves first and society last. Sad. I started reading \"Critical Path\". Fuller is a little hard to read, but it\'s good. I agree with his theory of man beginning in Austral-Asia. Fascinating!',3,2,positive
'actually the adventures of sonic the hedgehog and SatAM where both on mobius, as where sonic 1-3',1,2,negative
'How dare you say that catholics secretly worship Lucifer in your comments. It makes no sense whatsoever and shows your research is flawed. Masonary, Theosophy and many more (self admittedly), but Catholic dogmas are anything but secret and completely anti thetical to what you suggest.',1,3,negative
'Arghh My ears!! Lol jokes :)',2,2,mixed
'wen video hermsno',1,1,neutral
'We were getting 1\" groups easily with wolf 55gr FMJ at 100-125yds, so with better ammo? be prepared to wait 5-7 months from Model 1, or buy this one from me and get it asap',2,2,mixed
'this woman is greatt interpiter....massallahhhhh...she s reall good',2,2,mixed
'The last good song they made since Champagne Supernova.Just as well, it was time to call it a day.The Beatles only lasted 10 years.',2,2,mixed
'4:57 LOL',2,1,positive
'The story of the Mini Gateic Bypass is very inspiring. And I\'m a happy patient',3,1,positive
'@DaRxGuY Get All Black Ones.. Or Cortez',2,1,positive
'man that\'s good way to practice (with the boards and all) wouldn\'t have thought of it',2,1,positive
'What about princesstard?',1,3,negative
'@Retter81 me too ;D',2,1,positive
'I felt that.',1,1,neutral
'Listen to Ryan Canning\'s first set on you tube for a great rendition of fiddlers rally',3,1,positive
'Gus is so funny - \" I really feel good about myself\"',2,2,mixed
'What do you say to those that have proof of God?Show me, rather than ask stupid questions.\"What do you say to those that have had direct life changing experiences with God?\"I smile, nod my head and look for an escape route.',2,2,mixed
'i wished they cam to TX it sucks being in midland',2,2,mixed
'im gonna make this tmrw tnx',2,1,positive
'Vaccines kill and mame too , my 13 yr old son is autistic from the vaccines the THAT truth the GOV is stil tring to cover that one up. yes- they are out to destroy a drop the population- why did she not tell us\"where\" a safe place is to go with our families?...',1,3,negative
'I am as a Science Fiction Fan embarrassed to admit I hate the Foundation \"trilogy\"... I do, however, LOVE his ability to make Science Fact palatable to people like me, and I also love his early Novels and stories. I admire the Man also. Just don\'t see Foundation as his best work...',3,2,positive
'Mon Scotland!!! Love this makes me cry laughing you rock xxx',3,1,positive
'nice trampoline man, my mom wont let me take off my net, but rj has his net off and hes younger than me.',2,2,mixed
'This whole taking a test to pass to the next grade started when Bush did the No Child Left Behind Act if you read the legislation it really is not very helpful to the kids, teachers or parents! I know some schools actually teach the test currently schools funding from the government and how much teachers are paid is based on the test scores. It\'s good in some ways but over all I don\'t think it\'s effective. That\'s just my 2 cents.',2,3,negative
'how can u hate bill bailey he\'s a ledgend!',3,2,positive
'cool im gettin an identical system soon, dont upload on megaupload, its shit. Use zshare or rapidshare',3,3,mixed
'love this song, perfect for me and my boyfriend\'s long distance relationship',3,1,positive
'Lol! :D',3,1,positive
AWESOME!!!!!!,5,1,positive
'@Elitekiller72 this is my sisters vidio right, so dont comment anymore cause if ur bored then dont comment or watch simple as............ ok',1,4,negative
'True, impeachment is practically worthless. But damn it would feel good to have that criminal scumbag impeached on principal.',2,3,negative
'Well done.',3,1,positive
brillient,3,1,positive
'mmm sexxy daddy come to my house ;)',4,1,positive
'sweet video, but don\'t count on Obama for shit!',2,3,negative
'One of my favorite places in the whole wide world. Thanks for the vid.',4,1,positive
'Slash sounds awesome as always! I don\'t like the vocalist though. D: Go ahead and give me minus for posting my opinion, jeez.',3,3,mixed
'annoying ass commentators, thick accent + not being eloquent at all + repetitive, dude needs a speech therapist.',1,4,negative
'He says: \"Making Tofu\", then \"Hello, today we are going to be making tofu\", \"with a soyquick machine\".... :o)',2,2,mixed
'Haha, Spaceballs demos right?State of the art and 9 fingers, correct?',2,2,mixed
'Your really beautiful ! ',4,1,positive
'Wrong. Nobody works harder than Iowa. Perhaps you watched 1 practice etc... Minnesota works hard, but do you think it\'s because J. Robinson spent so much tme as an assistant at Iowa?Dan Gable is regarded as the hardest worker EVER, and that mentality and culture has continued there. Check the number of NCAA titles they have won since 1975.',3,3,mixed
'lol fare enough :~)',2,2,mixed
'all about THE ORIGINAL....just like BOBBY!!!!!!!',3,1,positive
'yoo probbally didnt get fsx then',1,2,negative
'i was there today!!!',2,1,positive
'some people like the opposite of this video..tho this is impressive i couldn\'t believe it',2,2,mixed
'@a7xphughesa7x actually out of 10: Corey Taylor=1000000000000000000, M. Shadows= 7 (if that)',3,3,mixed
'i like your dogmy puppy has started responding very well.he doesnt always but most of the time he does.his name\'s Keo',2,1,positive
'WELL PUT TOGETHER, 6 SONG CLIPS IN 1 DEMO MIXHOPE YOU ENJOY THIS THANKS.',3,1,positive
'I love this song and I\'m from the Santa Cruz mountains but I\'m not there right now and missing it a bit, so......thank you so much for this!',3,2,positive
'I saw this right before taking a lot of old (1990s old) electronics to recycling... now I just dont know WHAT to do with them.',2,2,mixed
'yea me 2 dat would be the best thing ever',3,1,positive
'Hey, THX for the quick bit of info...So let me get this straight: You\'re going to give me a special report on web projects AND a consultation for FREE? I haven\'t seen a web development company do this before...I\'ll be calling you this Tuesday.',2,3,negative
'PLease try to upload The Sword in the Stone',2,1,positive
'I like your cover of this song -- the reverb on your voice and slow acoustic guitar sound great together.',3,1,positive
'@bugman05 i agree',2,1,positive
'What a yummy video! I\'m glad you enjoyed yourself.:)',4,1,positive
'very pretty patterns 0:52 - 0:56',3,1,positive
'Thanks so much for putting these up.',3,1,positive
'this game is like a teenage verison of GTA',2,2,mixed
'lol! exactly.',3,1,positive
'bryn ..the superhero....fantastic stuff...',4,1,positive
'@anamfirst What\'s happening in this show?',1,1,neutral
'Paul mate. Loved that interview!!!',4,1,positive
'@kylhul81 Saying oil is going up...Is child play. Anyone with just a gram of knowledge knows the direction of commodities when you print too much money...as gold goes so does all other commodities.',1,3,negative
'get out of my office mr.sob i should try that sometime',1,2,negative
'That should be a commercial',2,2,mixed
'@yogitavijay you are a fucking retard. If shiva had some chickens get eaten he would turn them into boots to you retard! Your a bleeding heart loser and I\'ll bet you are a hypocrite as you are most likely wearing leather shoes and eating meat from an anim',1,5,negative
'omg i really hope you feel better .wait i\'m crying.',2,3,negative
'That\'s a nervous chap ....',1,2,negative
'wat is it thn',1,1,neutral
'thats a stunning horse. do you stud him. i rode till i was about 20 but had a pretty bad fall and got dragged for 100 yards on concrete. havent rode since. used to have a 16 hand palemino. loved that horse. good riding by the way x',3,2,positive
'i`ve seen this guy at the skate park',1,1,neutral
'how do i seperate my higher self from my physical mind?is there examples for this triangle?how can the physical mind be in charge of your selfcan someone please give me an example of this triangle in action? from where the physical mind perceives the the brain receives and the higher self conceives',2,1,positive
'G. Bush was a total frailer. But look ad you president Obama, you are my inspiration, here you are ad your best, this speech was the best speech I have heard in a life time. It applauds not only the great students but also for the US nation and all regions on the world. ',4,2,positive
'Well, ya know, everyone has an opinion. And in my opinion, your opinion is SHIT!',4,4,mixed
'Yes it is.',1,1,neutral
'These kinds of lies don\'t work anymore.',1,2,negative
'@lovelydove,I just went to your channel & saw your \"favorites.\" You listen to George Bloomer (a false prophet)? & you\'re interested in hatha yoga (a demonic practice from Hinduism)?? ...No wonder you called my comments \"negative\"....you have itching ears',1,4,negative
'bbw are waiting for you till u come naneedj.info',2,2,mixed
'the three wheels are comletely new not ones they havent come out with in a long time',2,2,mixed
'@ECOOL76 only the Very Special ones',2,1,positive
hahahaha!,3,3,mixed
'Don\'t even notice that there\'s no bass. He gets a hell of a sound out of that thumb of his.',3,1,positive
'Very interesting. I found her show and she has some great ones. The problem I have with most paranormal shows it seems they spend all their time either A.Interviewing each other over and over. Or B.Slamming each other. So finding hers was refreshing. Thanks for leading me that way.',3,2,positive
'I love these guys!',4,1,positive
'get it kidds.they lookk likee they having fun!',2,1,positive
PINGAS...ANOYYING,1,4,negative
'I heard about this on This American Life',1,1,neutral
'The Bush administration attached no accountability for the first bail-out, nice that you are trying to imply that its the Obama administration that gave the banks the money. He saw what Bush and co. did and is actually helping Americans not private companies. Lay the blame at the right feet, the right and they are still kicking and scatching every step of the way. We are taking American back it been 2 weeks let see the right-wing-nuts in 2 years, We are taking America back for true Americans.',3,3,mixed
'@UncleTonka lmaoo',2,2,mixed
'My wife and I have talked to him a few times. Seen him at a few rallies and Albuquerque. Trying to talk his parents to come to EAA in Oshkosh WI. Great guy just like his parents.',3,1,positive
'Disgusting. Our country is in ruins.',1,4,negative
'I bought $300K in gold 3 years ago on Peter\'s advice (bullion). I bought it at about $580/oz if I recall.Smart people listen to guys like Peter Schiff, Alex Jones, Ron Paul, Joesph Stiglitz, to name a few.',3,1,positive
'blues are pretty (:',3,1,positive
'I wish more of the youth today would take their mind out of mind off B.E.T. and see whats going on. We\'ve got to break these generational curses and kill our slave mentality. Though i don\'t feel like every brother is a brother(alot will sell you out quick) we can at least live together without always killing each other. We weren\'t given our 40 acres and a mule...SO NOW WE HAVE TO TAKE IT!! GOD BLESS',3,3,mixed
'I was there when these two guys did this... the whole thing was sooooooooo funny!!! anyone have the whole thing? amazing video though!',4,1,positive
'Plzzz #7!!!!!!!!',3,1,positive
Tube,1,1,neutral
'this is just the best, Ratt fan 4 life!',3,1,positive
'Freaking awesome!!! Isn\'t that crystal right thurr??? Lol',3,1,positive
'Hidup Anwar! Mati Najib!',1,1,neutral
'hei, hei ,hei, hahahah, hard terrible!!',2,2,mixed
'From my understanding of biology freezing living cells alters the cells especially when unfrozen....something with salts bursting the cell membrane...hm maybe that only applies to mammals cells? Heck, I\'d still eat it.',2,2,mixed
'dis shit iz fly az fuck',3,2,positive
'I shot this to show on a big screen at the West Cliff House Owners\' Association AGM in the Salt House on 28th April, so folks had something to watch before the meeting began. It was at the time Google was in the headlines cruising round the UK with car-cams, so it was topical. As for opening the gate, I wanted the cruise to be circular so it could run and run. If you look carefully, you\'ll see it was patched together from 3 separate runs!',2,1,positive
'LL Cool J and Eminem disliked this video',1,2,negative
'O__OThe masking is perfect! I don\'t know how you did all that without your hand falling off. ;DI loved it 8D',3,1,positive
'@noobkiller329 How can nasty looking women be prostititutes?',1,3,negative
'one Chinese government lasted 800 years, things can be better than 200 years sir.',2,2,mixed
'lol sick',2,2,mixed
'=) r.i.p outlawz for life',2,1,positive
'there\'s no way that statement was serious.',2,2,mixed
'Hace falta unos cuantos Ron Paules para que los EEUU se arregle...',1,1,neutral
'Theshroomery check it out',2,1,positive
'I luv hairy bum cheeks',2,2,mixed
'I was in Mitre Square on new years eve. There is an atmosphere, even today.Thanks for the video.',2,1,positive
'@Cdubzhappy: lmao....oh but acid is so much funner.',2,1,positive
'@clehneis then dont watch you moron.',1,4,negative
'I never noticed the roman numerals in the back ground',1,1,neutral
'I didn\'t even watch gh back when helena was around, but I have seen clips of helena at her best. I LOVE HELENA\'S RETURN!!!!!',4,1,positive
'i do have to say i think champ car was better series but primaraly in the 90\'s and i am sad to say i came into this world to late to see the rise of tracy, or remember to much of zanardi or moore. ohh and i miss turbos',2,2,mixed
'Just seen these guys at Edinburgh fringe and they are fab! Definate improvement on Lady (?) BlahBlah!!',3,2,positive
'could it be that the generation that wouldn\'t trust anyone over 30 when they were 20 NOW doesn\'t trust anyone under 50 now that they\'re 60? Get the baby boomers out! Barack Obama not only bridges the racial wounds in this country but will be a generational shift in power... Obama 08!',3,3,mixed
'dinho=atheist evangelistIf you think hitchens is not a hater you are in serious denial.enlighten yourself with thiswatch?v=GMsjWb975tM',1,4,negative
'i so agree!!! XD This may be the best anime i watched this year!!!! seriously it just keep gstting better and better every time i watch a new anime.....i wonder if this is a book? i hope so cause i would TOTALY buy it!!!! XD',5,1,positive
'lol gl with a 12a',2,2,mixed
'oh no, the recap episode! (i\'ll watch it anyway)',2,2,mixed
'the first thing i noticed is............ TIFA XDbut anyways good job and keep going la',2,2,mixed
'@AndreMitStrich because andremit they don\'t like to hear the truth',1,2,negative
'Also viewable; SHEER PRIDE Ghost dance, VIBE Everyone\'s a Winner, VIBE Rescue Me, VIBE I Believe, FORMOSA Metal Guru',2,1,positive
'awesome vid =]',3,1,positive
'I love Madoka!!~ And such a nice song :P',5,1,positive
'@Tekken6WannaB True, your right. The possibility of them both crossing paths is at least 80\% since no one else is near the rank level. Right now they are both DragonLords, I don\'t really care what rank they are cause I know once the other pros decide to c',2,2,mixed
'cute - but why is this on snarkies - should we all post babies',2,2,mixed
'Very pretty. What is your hair type if you don\'t mind me asking?',3,1,positive
'Those are his girls!!!!',2,2,mixed
'A Classic in the world of Comedy, the writing, storyline & acting all come together flawlessly which very few films of any nature even come within a mile of doing.',5,1,positive
'great song',3,1,positive
'this is y i LOVE maryland football',3,1,positive
'@666fannyfart what rubbish. you are not a doctor.',1,3,negative
'By the way, your opening is awesome.',4,1,positive
'Stupid ass bitch ass mother fucken ass reporter',1,5,negative
'I dont like this album much at all, theres only 4 or 5 songs on it that really stand out to me.. Theres not enough heavy stuff on it',1,3,negative
'best show ever!!! he\'s sarcastic and hilarious!',5,1,positive
'Adam Sandler is from Manchester New Hampshire...Anyway Eli was good in this movie.I like this interview side to him better than all the \"torture porn\" shit...',2,2,mixed
'hate to say it but none of us live forever. some people die, not everyone can be saved. i would def support a private fire dept, prob be included in ur mortgage. would prob be cheaper, but i also not against public depts either.',2,2,mixed
Gorgeous,3,1,positive
'does it work well with the bumper?',1,1,neutral
'he can die from that he can overload his stomach causing it to push his lungs and ribs suffication and it pops',1,3,negative
'I don\'t know anything about the drummer, but is that Jo and Danny in this band?',1,1,neutral
'@TimothyParadox1 It should involve Gordan, but just in basic speech. It should follow the basic storyline of HL2, but focus on the soldiers life, not the actually game.',1,2,negative
'oh my god... esta cancion la escuche en el verano del 97 y me enamore de esta cancion, la he buscado por muchos medios y no la encontraba... pense que solo era un promo que no dio bola.',1,1,neutral
'Can I move in with you guys??? :3',3,1,positive
'R u a mac professsional artist? Cause ur really good!',3,1,positive
'may allah bless him jannah may it give reflect humanity peace and light',3,1,positive
'he needs to start doing stairs',1,2,negative
'are rude comments by ignorant people really needed? there\'s an option known by most people to put the volume on \'mute\' or turning the sound off. hope that\'s not too difficult for you to figure out.',1,4,negative
'thank u 4 uploading!!!! P.S i am makeing flan now!!!!!!!!!',4,1,positive
'Yeah Im pretty sure because before I changed it it was always \"industrial/techno/gothic\".',1,1,neutral
'Just once I would love to do the Monkee walk with some friends like this -- just for the fun and laugh of it (can we throw in the Monkees too? -- LOL).',3,1,positive
'where he from?',1,1,neutral
'like itt<3<3',3,1,positive
'GO CHUCK GO CHUCK GO GO GO CHUCK!',4,1,positive
'female seeking a married sugar daddy',2,1,positive
'@vanityvideo just because i dont have a mac doesnt mean im not smart. i bet you can barely grasp basic 10th grade algebra. i never said about the right thing, you said the population is dying when its clealy not',2,4,negative
'My pet ferret is named \'Charlie\' because of that video',2,1,positive
'And he was forced to flee Jamaica after one of his early concerts, later returning to join up with the Wailers. SO it isn\'t crazy to think he was assasinated, but as it stands right now, most of the evidence points towards a natural death (cancer). Unless someone has turned up new evidence, which I would REALLY be interested in hearing.',2,2,mixed
'Freakin\' Awesome. <3',4,1,positive
'And remember...selena luved donna summers & janet jackson and they were african american so selena is the best person wen it comes 2 lovin different kinds of races',3,1,positive
'Langue...langue..... We all have the government we deserve. Somalia is a cesspool, so you have a cesspool for a government. It\'s at the point that Somalia\'s Neighbors had to intervene because off cross border raids and the West has too shoot pirates to protect global trade routes. Somalia Is like Retarded child spreading shit all over the walls, which others have too clean up!',1,5,negative
ahahhahahaha,2,2,mixed
'Thai Male girls for marriage gettop5.info',1,1,neutral
'I love this, U keep Me Fallin Head Over Heals :-)',4,1,positive
'Send me your direct email in a private message on youtube, and I will email an mp3 to you.',2,1,positive
'LOVE the Movie LOVE the Song LOVE Tanner and Nathaniel and LOVE what you have done with IT!!!',5,1,positive
'how much does it cost u downloading this game',1,1,neutral
'guess that car that will end up splitting in half shouldnt have been there at the time.',1,2,negative
'First thing first you should learn how to spell .Second who cares that he is bi racial i don\'t care he is the best man for the job and Powell is free to support whom ever he see fit too i could care less about repbu==lick==ass there the ones out of touch that\'s why their not in charge any more because there so out of touch? Get a ged then talk too me inbred white trailer trash cunt',2,5,negative
'This is the winemaker.Always discard the',2,1,positive
'In Sickness and in Health is Pending DVD release. Spread the word to other fan\'s so we get all 6 series and the 5 christmas specials on DVD. Series 1 will be released soon, as soon as I get the release date it\'ll be on here...',2,1,positive
'Gosh , you can feel her Voice !!',3,1,positive
'totally awesome',4,1,positive
'@sky466 its a guy called johnny rose, i can\'t find his version on youtube either though, if thats what you mean',2,1,positive
'it look lie a monopod',1,2,negative
'4 weeks prior to 9/11 my son and I flew to Brazil, we saw no high security in the 2 US airports through which we passed. When we arrived at GRU the airport was filled with Military, Police, sniffer dogs, security was intense. I asked what was going on, they said there are terrorist threats to airports! Everywhere we went in SP we saw high security, embassies, public bldgs, shopping centers, etc. We returned 5 days before 9/11, still no high security in the 2 US airports...who dropped the ball?',1,4,negative
'group hug! :D!!!',5,1,positive
'Can\'t quite see the strings! But, they are puppets! Do they Fly? Do not think so!',1,4,negative
'se escucho bacan ese dia en el estadio ya que estaba lleno',1,1,neutral
'what is this song called btw i loved it ive watched it so many times before',4,1,positive
'Thank you Diana for all of them. Loved ithem yesterday and love them today',4,1,positive
'I saw Roger Waters performing Dark Side of the Moon and others on July 12, 2007 at Darien Lake, NY, best show ever. He opened with this song, but the visuals were different; in my opinion, way cooler, because instead of a picture, it was the video of the hammers marching along with the rhytum of the music, occasionally changing from white to red, and back. To agree with you, perfect song to open with!',4,1,positive
'an i swear this track says amilli so much that it can get annoying lol check out chamillionaire\'s swagger like us rmx... NASTTTYY',2,2,mixed
afiurfcuvv98mupuugo,1,1,neutral
'I was 6 yrs old and my Elementary School bus driver would play it on my bus to school....Cool huh....',3,1,positive
'first view comment and rate good video',3,1,positive
'The beautiful story of our origins is bringing us together as the people of the one race... the human race.',3,1,positive
'Ron Paul 2012',1,1,neutral
'Nekoooooooooooooooooooooooooooooooooooooooooo my case',4,1,positive
'The greys are real, this is proofreally nice song 5/5',4,1,positive
'i was looking for this tutorial from a long time actualy i was knowing all the steps untill you load the shader color with the image i didn\'t know maya actually figure out to load automaticaly all the image sequence to be corespondent with frames , and i ceck lots of tutorials and you are the first one ho do this thanks alot ,i configure the plane diferently and maya does the calculation for me ,i drop the plane then i go in inputs with 3 height 2 and after i scale x and z:8 to optain 24/16',2,1,positive
'what a horrible dream!',1,3,negative
'Now live in USA , but proud to say I come from a good English navy family. Both Grandfathers Father and about eight other family members.',4,1,positive
'Actually, if you can\'t tell that my text, containing four words, was sarcastic, then there\'s no point explaining further... 9:24 wasted of both our lives dude. Peace.',2,3,negative
'Americans are thick...believe me, I\'ve been living amongst them for the past ten years.',1,4,negative
'sad thing is, is that this will probly happen in real life',1,3,negative
'wow what a super fabulous Mum you are..your children are sure to have some fantastic keepsakes..you are so creative and talented i love all your work',5,1,positive
'It realy touches u if u think how much theyhave and how much we have today in america...I saw it at church a week ago and I cried its realy sad...my church is rasing money to build and fill a fresh water well in Kenya...and we are almost there!',4,2,positive
'@10cx thank you :D',3,1,positive
'so what does gquit meen game quit?',1,1,neutral
'get fucked yankee boy i aint no helpless woman or child you think you can bully so go fuc yaself...ok YA!',1,5,negative
'No kidding, I remember my first video camera, lol!',1,2,negative
'What would be the first step to ask a girl out ?',2,1,positive
'Just because something affects society doesn\'t classify it as a \"social issue.\" Every issue affects society, so by that logic every issue is a \"social issue\" and why even put \"social\" in there, just call them \"issues.\"lol fuck semantics anyways.Capitalism may be greed based, but that\'s because we\'re greedy by nature, civilized or not. Also, calling people idiots for not bowing to your beliefs does nothing to convince anybody.',1,4,negative
'@Catherine8raw His immune system was already low before the TB and Hepatitis hit. He had an accident where he cut his knee I believe, when he was a teenager, and he got the HPV infection. But unfortunately his immune system was unable to beat it so he gre',1,3,negative
'The story was on We Got to Do Better (Hot Ghetto Mess) this week on BET!!',1,1,neutral
'The show in general is well... stupid and Michelle just makes it all much worse she\'s such a loser wannabe Feminist.',1,3,negative
'i have to do this before i die!!!',3,2,positive
'Thanks Pascal',3,1,positive
'You guys are legittt!',3,1,positive
'the weapon... the foot ahhh this guy cracks me up.',2,1,positive
'Thats not a 08, thats a 06 or 07 Classic, this body style was completely phased out in 08 for the GMT-900 Platform.',2,2,mixed
'@TheSpazmAttack you will get the hang of it',2,2,mixed
'Hope she catches fire. Her opponent sure handed her a sure fire shovel to bury him with.',1,3,negative
'I\'m going to take a wild guess and say Eddie long ain\'t gonna be there',1,2,negative
'yuppie flu?',1,2,negative
'this was very informative could you make one for (please come to boston) by kenny loggins?!',2,1,positive
'2 hours and 35 minutes.',1,1,neutral
'I think you\'re refering to Rosie O\'Donnel sitting next to her.',1,2,negative
'@EvilDoR wow. they had better make it so all classes are open to all genders quick or their reputation is going to take a hit',1,3,negative
'Sounds like your tomatoes aren\'t being pollinated. Do you have enough bees in your area? You can pollinate your tomatoes yourself with a small paint brush. Just touch each tomatoe blossom with the tip of the paintbrush as a bee would do. You should get a better yield. Also, thin out the bloooms so you only have two tomatoes on each stem. This will allow them to develop into bigger, more tastey tomatoes. Good luck.',2,1,positive
'Mises\' Cable network would be awesome.',3,1,positive
'@varunlele lots of rebuilds :S thats wut happeneds in a 2 stroke',1,2,negative
Sickkkk!!!,3,3,mixed
'what the hell was she doing with her underwear down?',1,2,negative
'She had the voice of an Angel. The moment you hear her you fall in love with her.',4,1,positive
'that park looks amazing',4,1,positive
'what a beautiful song.',4,1,positive
'@biggayal1992 Next to Victory with a bronze statue of ADM Jellicoe on the bridge.',1,1,neutral
'@Cr3ater yea it does look a little dry huh? I BBQ mine, glaze it, and keep the fat on to keep it juicy',2,2,mixed
'dude this is sweet this made is so ultra fast its unbelievable thanx XD',3,1,positive
'how he die! he looked in good shape!',2,2,mixed
'my little girl cant stop watching',2,1,positive
o_o,1,1,neutral
'i love deidara and sasori!!!! *fangirl squeal then faints*',4,1,positive
'tru genius',3,1,positive
'Noa: yea, you woulda been OK as long as the roux was in the same temperature range as the stock AND the stock was not too \"greasy\" to begin with (SUBSCRIBE! see \"magic dinner party video\" for stock scumming & degreasing techniques). For demi\'s- I still MUCH prefer: 1) au natural 2) Arrowroot slurry over roux. keep it up, Kid, your gonna do fine.',2,2,mixed
'What song is this??',1,1,neutral
'thats right man homey',2,1,positive
'Still my favourite album from Esem.',3,1,positive
'I love this video production, even though it may be \"amateur\". It definitely struck a chord with me, and the narration is perfect in my humble opinion. Great job!',3,1,positive
'i have a twin sister and her name is rosemary hope miss rosemary gets well soon she is just a sweetie and sooo is rickey !!!! :0)',4,1,positive
'Then Mary\'s head is lit on fire',1,2,negative
'guygiuybhb bbhjui',1,1,neutral
'Respect lads!That guy was full of shit.Anyother way yuo can remove one without removing the vehicle?',3,3,mixed
'ITS ABOUT TIME!',2,3,negative
'ahh man, thats how im gonna propose to my soulmate :)',4,1,positive
'trimakasih mas riyanto 2000 atas uploudingnya hj karisma saya juga orang madiun kok yg skrng berada di usa.',1,1,neutral
'who the fuck said fuck oy nope nigga fuck u oyyy night was gooody ',1,5,negative
'the diffrence is in america its not a god in japan it is america changed it to burning gundam becuz it might be offending some ppl calling gundam a god',1,3,negative
'BBBBBBBBB lol please',2,2,mixed
'@scudFDL i just wish they showed it a bit clearer..',2,2,mixed
'love the song..da video is kinda dark',3,2,positive
'Another great video. Thanks!',3,1,positive
505!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,1,neutral
'And then it got quiet',1,2,negative
'I wass theree! (L)',3,1,positive
'You asswipe.',1,4,negative
'Thanks for your kind comment! I picked this little whistle up in a thrift store for $2 about three months ago, sanitized it, played it once and set it aside - it sounded REALLY rough. Today I took it out and tweaked it a little and I was pretty pleased with the tone. Again, thanks! Looking forward to more videos from you as well!',3,1,positive
'this my straight issh.. she went hard on this.. big ups to pharell for helpin her make this! two geniuses at wk!',3,1,positive
'AWESOME THANK U :) NAMASTE SUNSHINE SMILES :)',5,1,positive
'do you need to be a specific class to do this glitch like soldier or adept etc?',1,1,neutral
'what album is this one? anybody?',1,1,neutral
'omg i miss you too. holy crap Nique (i know how to say your nickname but not spell it lol)im gonna send you a note',3,2,positive
'sneaky! but not very good loot>.>',1,2,negative
'please upload this movie',2,1,positive
'He says multiple times that an angel said that he\'s going to see Jehovah. Fascinating. An angel uses a mistranslation of the name YHWH (Yahweh) from the middle ages (1500 a.d. or so). I don\'t see why an angel would use a mistranslated name when referring to Almighty God in His Heaven.',2,3,negative
'@philosophic9 we are just starting to show it at festivals so hopefully sometime next year to the public... you can follow the film on Twitter (@rubblekings) for screening updates...',2,1,positive
'There are Anderson PowerPoles that go up to 75W... I try to use Anderson\'s for everything I do. Just makes everything universal.',2,1,positive
'Because it\'s hard to save up money in the original. Besides, you\'re always gonna buy new weapons because the enemies get tougher. For example, you don\'t need to buy the Walloper (though it will help in Gaspar), you absolutely need to buy the Devastator, since it\'s gonna have to be your first big source of damage UNTIL you buy the R.Y.N.O.',2,2,mixed
